-------------------------last log tuples start--------------------------------
Time [clock=1, time=2015-05-28 14:44:39.365]
org notification: Time [clock=1, time=2015-05-28 14:44:39.365]
-------------------------last log tuples end----------------------------------
org notification: Time [clock=2, time=2015-05-28 14:44:49.377]
org notification: Time [clock=2, time=2015-05-28 14:44:49.377]
org notification: Time [clock=1, time=2015-05-28 14:44:51.701]
org notification: Time [clock=1, time=2015-05-28 14:44:51.701]
org notification: Time [clock=3, time=2015-05-28 14:44:59.38]
org notification: Time [clock=3, time=2015-05-28 14:44:59.38]
org notification: Time [clock=2, time=2015-05-28 14:45:01.704]
org notification: Time [clock=2, time=2015-05-28 14:45:01.704]
org notification: Time [clock=4, time=2015-05-28 14:45:09.382]
org notification: Time [clock=4, time=2015-05-28 14:45:09.382]
org notification: Time [clock=3, time=2015-05-28 14:45:11.707]
org notification: Time [clock=3, time=2015-05-28 14:45:11.707]
org notification: Time [clock=5, time=2015-05-28 14:45:19.385]
org notification: Time [clock=5, time=2015-05-28 14:45:19.385]
org notification: Time [clock=4, time=2015-05-28 14:45:21.71]
org notification: Time [clock=4, time=2015-05-28 14:45:21.71]
org notification: Time [clock=6, time=2015-05-28 14:45:29.388]
org notification: Time [clock=6, time=2015-05-28 14:45:29.388]
org notification: Time [clock=5, time=2015-05-28 14:45:31.713]
org notification: Time [clock=5, time=2015-05-28 14:45:31.713]
