-------------------------last log tuples start--------------------------------
Time [clock=7, time=2015-05-28 12:35:20.783]
org notification: Time [clock=7, time=2015-05-28 12:35:20.783]
org notification: Time [clock=7, time=2015-05-28 12:35:20.783]
org notification: Time [clock=7, time=2015-05-28 12:35:20.783]
org notification: Time [clock=7, time=2015-05-28 12:35:20.783]
org notification: Time [clock=7, time=2015-05-28 12:35:20.783]
org notification: Time [clock=7, time=2015-05-28 12:35:20.783]
org notification: Time [clock=7, time=2015-05-28 12:35:20.783]
org notification: Time [clock=7, time=2015-05-28 12:35:20.783]
org notification: Time [clock=7, time=2015-05-28 12:35:20.783]
org notification: Time [clock=7, time=2015-05-28 12:35:20.783]
org notification: Time [clock=7, time=2015-05-28 12:35:20.783]
org notification: Time [clock=7, time=2015-05-28 12:35:20.783]
org notification: Time [clock=135, time=2015-05-28 12:35:18.572]
Time [clock=135, time=2015-05-28 12:35:18.572]
org notification: Time [clock=135, time=2015-05-28 12:35:18.572]
org notification: Time [clock=135, time=2015-05-28 12:35:18.572]
org notification: Time [clock=135, time=2015-05-28 12:35:18.572]
org notification: Time [clock=135, time=2015-05-28 12:35:18.572]
org notification: Time [clock=135, time=2015-05-28 12:35:18.572]
org notification: Time [clock=135, time=2015-05-28 12:35:18.572]
org notification: Time [clock=135, time=2015-05-28 12:35:18.572]
org notification: Time [clock=135, time=2015-05-28 12:35:18.572]
org notification: Time [clock=135, time=2015-05-28 12:35:18.572]
org notification: Time [clock=135, time=2015-05-28 12:35:18.572]
org notification: Time [clock=135, time=2015-05-28 12:35:18.572]
Time [clock=139, time=2015-05-28 12:34:42.877]
org notification: Time [clock=139, time=2015-05-28 12:34:42.877]
org notification: Time [clock=139, time=2015-05-28 12:34:42.877]
org notification: Time [clock=139, time=2015-05-28 12:34:42.877]
org notification: Time [clock=139, time=2015-05-28 12:34:42.877]
org notification: Time [clock=139, time=2015-05-28 12:34:42.877]
org notification: Time [clock=139, time=2015-05-28 12:34:42.877]
org notification: Time [clock=139, time=2015-05-28 12:34:42.877]
org notification: Time [clock=139, time=2015-05-28 12:34:42.877]
org notification: Time [clock=139, time=2015-05-28 12:34:42.877]
org notification: Time [clock=139, time=2015-05-28 12:34:42.877]
org notification: Time [clock=139, time=2015-05-28 12:34:42.877]
org notification: Time [clock=139, time=2015-05-28 12:34:42.877]
Time [clock=6, time=2015-05-28 12:35:29.424]
org notification: Time [clock=6, time=2015-05-28 12:35:29.424]
org notification: Time [clock=6, time=2015-05-28 12:35:29.424]
org notification: Time [clock=6, time=2015-05-28 12:35:29.424]
org notification: Time [clock=6, time=2015-05-28 12:35:29.424]
org notification: Time [clock=6, time=2015-05-28 12:35:29.424]
org notification: Time [clock=6, time=2015-05-28 12:35:29.424]
org notification: Time [clock=6, time=2015-05-28 12:35:29.424]
org notification: Time [clock=6, time=2015-05-28 12:35:29.424]
org notification: Time [clock=6, time=2015-05-28 12:35:29.424]
org notification: Time [clock=6, time=2015-05-28 12:35:29.424]
org notification: Time [clock=6, time=2015-05-28 12:35:29.424]
org notification: Time [clock=6, time=2015-05-28 12:35:29.424]
Time [clock=153, time=2015-05-28 12:35:19.43]
org notification: Time [clock=153, time=2015-05-28 12:35:19.43]
org notification: Time [clock=153, time=2015-05-28 12:35:19.43]
org notification: Time [clock=153, time=2015-05-28 12:35:19.43]
org notification: Time [clock=153, time=2015-05-28 12:35:19.43]
org notification: Time [clock=153, time=2015-05-28 12:35:19.43]
org notification: Time [clock=153, time=2015-05-28 12:35:19.43]
org notification: Time [clock=153, time=2015-05-28 12:35:19.43]
org notification: Time [clock=153, time=2015-05-28 12:35:19.43]
org notification: Time [clock=153, time=2015-05-28 12:35:19.43]
org notification: Time [clock=153, time=2015-05-28 12:35:19.43]
org notification: Time [clock=153, time=2015-05-28 12:35:19.43]
org notification: Time [clock=153, time=2015-05-28 12:35:19.43]
Time [clock=154, time=2015-05-28 12:35:29.432]
org notification: Time [clock=154, time=2015-05-28 12:35:29.432]
org notification: Time [clock=154, time=2015-05-28 12:35:29.432]
org notification: Time [clock=154, time=2015-05-28 12:35:29.432]
org notification: Time [clock=154, time=2015-05-28 12:35:29.432]
org notification: Time [clock=154, time=2015-05-28 12:35:29.432]
org notification: Time [clock=154, time=2015-05-28 12:35:29.432]
org notification: Time [clock=154, time=2015-05-28 12:35:29.432]
org notification: Time [clock=154, time=2015-05-28 12:35:29.432]
org notification: Time [clock=154, time=2015-05-28 12:35:29.432]
org notification: Time [clock=154, time=2015-05-28 12:35:29.432]
org notification: Time [clock=154, time=2015-05-28 12:35:29.432]
org notification: Time [clock=154, time=2015-05-28 12:35:29.432]
org notification: Time [clock=5, time=2015-05-28 12:35:19.42]
org notification: Time [clock=5, time=2015-05-28 12:35:19.42]
Time [clock=5, time=2015-05-28 12:35:19.42]
org notification: Time [clock=5, time=2015-05-28 12:35:19.42]
org notification: Time [clock=5, time=2015-05-28 12:35:19.42]
org notification: Time [clock=5, time=2015-05-28 12:35:19.42]
org notification: Time [clock=5, time=2015-05-28 12:35:19.42]
org notification: Time [clock=5, time=2015-05-28 12:35:19.42]
org notification: Time [clock=5, time=2015-05-28 12:35:19.42]
org notification: Time [clock=5, time=2015-05-28 12:35:19.42]
org notification: Time [clock=5, time=2015-05-28 12:35:19.42]
org notification: Time [clock=5, time=2015-05-28 12:35:19.42]
org notification: Time [clock=5, time=2015-05-28 12:35:19.42]
Time [clock=45, time=2015-05-28 12:35:22.19]
org notification: Time [clock=45, time=2015-05-28 12:35:22.19]
org notification: Time [clock=45, time=2015-05-28 12:35:22.19]
org notification: Time [clock=45, time=2015-05-28 12:35:22.19]
org notification: Time [clock=45, time=2015-05-28 12:35:22.19]
org notification: Time [clock=45, time=2015-05-28 12:35:22.19]
org notification: Time [clock=45, time=2015-05-28 12:35:22.19]
org notification: Time [clock=45, time=2015-05-28 12:35:22.19]
org notification: Time [clock=45, time=2015-05-28 12:35:22.19]
org notification: Time [clock=45, time=2015-05-28 12:35:22.19]
org notification: Time [clock=45, time=2015-05-28 12:35:22.19]
org notification: Time [clock=45, time=2015-05-28 12:35:22.19]
org notification: Time [clock=45, time=2015-05-28 12:35:22.19]
Time [clock=167, time=2015-05-28 12:35:24.712]
org notification: Time [clock=167, time=2015-05-28 12:35:24.712]
org notification: Time [clock=167, time=2015-05-28 12:35:24.712]
org notification: Time [clock=167, time=2015-05-28 12:35:24.712]
org notification: Time [clock=167, time=2015-05-28 12:35:24.712]
org notification: Time [clock=167, time=2015-05-28 12:35:24.712]
org notification: Time [clock=167, time=2015-05-28 12:35:24.712]
org notification: Time [clock=167, time=2015-05-28 12:35:24.712]
org notification: Time [clock=167, time=2015-05-28 12:35:24.712]
org notification: Time [clock=167, time=2015-05-28 12:35:24.712]
org notification: Time [clock=167, time=2015-05-28 12:35:24.712]
org notification: Time [clock=167, time=2015-05-28 12:35:24.712]
org notification: Time [clock=167, time=2015-05-28 12:35:24.712]
Time [clock=138, time=2015-05-28 12:35:27.837]
org notification: Time [clock=138, time=2015-05-28 12:35:27.837]
org notification: Time [clock=138, time=2015-05-28 12:35:27.837]
org notification: Time [clock=138, time=2015-05-28 12:35:27.837]
org notification: Time [clock=138, time=2015-05-28 12:35:27.837]
org notification: Time [clock=138, time=2015-05-28 12:35:27.837]
org notification: Time [clock=138, time=2015-05-28 12:35:27.837]
org notification: Time [clock=138, time=2015-05-28 12:35:27.837]
org notification: Time [clock=138, time=2015-05-28 12:35:27.837]
org notification: Time [clock=138, time=2015-05-28 12:35:27.837]
org notification: Time [clock=138, time=2015-05-28 12:35:27.837]
org notification: Time [clock=138, time=2015-05-28 12:35:27.837]
org notification: Time [clock=138, time=2015-05-28 12:35:27.837]
org notification: Time [clock=134, time=2015-05-28 12:35:08.569]
Time [clock=134, time=2015-05-28 12:35:08.569]
org notification: Time [clock=134, time=2015-05-28 12:35:08.569]
org notification: Time [clock=134, time=2015-05-28 12:35:08.569]
org notification: Time [clock=134, time=2015-05-28 12:35:08.569]
org notification: Time [clock=134, time=2015-05-28 12:35:08.569]
org notification: Time [clock=134, time=2015-05-28 12:35:08.569]
org notification: Time [clock=134, time=2015-05-28 12:35:08.569]
org notification: Time [clock=134, time=2015-05-28 12:35:08.569]
org notification: Time [clock=134, time=2015-05-28 12:35:08.569]
org notification: Time [clock=134, time=2015-05-28 12:35:08.569]
org notification: Time [clock=134, time=2015-05-28 12:35:08.569]
org notification: Time [clock=134, time=2015-05-28 12:35:08.569]
Time [clock=138, time=2015-05-28 12:34:50.684]
org notification: Time [clock=138, time=2015-05-28 12:34:50.684]
org notification: Time [clock=138, time=2015-05-28 12:34:50.684]
org notification: Time [clock=138, time=2015-05-28 12:34:50.684]
org notification: Time [clock=138, time=2015-05-28 12:34:50.684]
org notification: Time [clock=138, time=2015-05-28 12:34:50.684]
org notification: Time [clock=138, time=2015-05-28 12:34:50.684]
org notification: Time [clock=138, time=2015-05-28 12:34:50.684]
org notification: Time [clock=138, time=2015-05-28 12:34:50.684]
org notification: Time [clock=138, time=2015-05-28 12:34:50.684]
org notification: Time [clock=138, time=2015-05-28 12:34:50.684]
org notification: Time [clock=138, time=2015-05-28 12:34:50.684]
org notification: Time [clock=138, time=2015-05-28 12:34:50.684]
Time [clock=137, time=2015-05-28 12:35:17.833]
org notification: Time [clock=137, time=2015-05-28 12:35:17.833]
org notification: Time [clock=137, time=2015-05-28 12:35:17.833]
org notification: Time [clock=137, time=2015-05-28 12:35:17.833]
org notification: Time [clock=137, time=2015-05-28 12:35:17.833]
org notification: Time [clock=137, time=2015-05-28 12:35:17.833]
org notification: Time [clock=137, time=2015-05-28 12:35:17.833]
org notification: Time [clock=137, time=2015-05-28 12:35:17.833]
org notification: Time [clock=137, time=2015-05-28 12:35:17.833]
org notification: Time [clock=137, time=2015-05-28 12:35:17.833]
org notification: Time [clock=137, time=2015-05-28 12:35:17.833]
org notification: Time [clock=137, time=2015-05-28 12:35:17.833]
org notification: Time [clock=137, time=2015-05-28 12:35:17.833]
Time [clock=136, time=2015-05-28 12:35:28.575]
org notification: Time [clock=136, time=2015-05-28 12:35:28.575]
org notification: Time [clock=136, time=2015-05-28 12:35:28.575]
org notification: Time [clock=136, time=2015-05-28 12:35:28.575]
org notification: Time [clock=136, time=2015-05-28 12:35:28.575]
org notification: Time [clock=136, time=2015-05-28 12:35:28.575]
org notification: Time [clock=136, time=2015-05-28 12:35:28.575]
org notification: Time [clock=136, time=2015-05-28 12:35:28.575]
org notification: Time [clock=136, time=2015-05-28 12:35:28.575]
org notification: Time [clock=136, time=2015-05-28 12:35:28.575]
org notification: Time [clock=136, time=2015-05-28 12:35:28.575]
org notification: Time [clock=136, time=2015-05-28 12:35:28.575]
org notification: Time [clock=136, time=2015-05-28 12:35:28.575]
org notification: Time [clock=166, time=2015-05-28 12:35:14.709]
Time [clock=166, time=2015-05-28 12:35:14.709]
org notification: Time [clock=166, time=2015-05-28 12:35:14.709]
org notification: Time [clock=166, time=2015-05-28 12:35:14.709]
org notification: Time [clock=166, time=2015-05-28 12:35:14.709]
org notification: Time [clock=166, time=2015-05-28 12:35:14.709]
org notification: Time [clock=166, time=2015-05-28 12:35:14.709]
org notification: Time [clock=166, time=2015-05-28 12:35:14.709]
org notification: Time [clock=166, time=2015-05-28 12:35:14.709]
org notification: Time [clock=166, time=2015-05-28 12:35:14.709]
org notification: Time [clock=166, time=2015-05-28 12:35:14.709]
org notification: Time [clock=166, time=2015-05-28 12:35:14.709]
org notification: Time [clock=166, time=2015-05-28 12:35:14.709]
org notification: Time [clock=32, time=2015-05-28 12:35:23.872]
Time [clock=32, time=2015-05-28 12:35:23.872]
org notification: Time [clock=32, time=2015-05-28 12:35:23.872]
