-------------------------last log tuples start--------------------------------
Time [clock=39, time=2015-05-28 12:16:19.126]
org notification: Time [clock=39, time=2015-05-28 12:16:19.126]
org notification: Time [clock=39, time=2015-05-28 12:16:19.126]
org notification: Time [clock=39, time=2015-05-28 12:16:19.126]
org notification: Time [clock=39, time=2015-05-28 12:16:19.126]
org notification: Time [clock=39, time=2015-05-28 12:16:19.126]
org notification: Time [clock=39, time=2015-05-28 12:16:19.126]
org notification: Time [clock=39, time=2015-05-28 12:16:19.126]
Time [clock=27, time=2015-05-28 12:16:20.381]
org notification: Time [clock=27, time=2015-05-28 12:16:20.381]
org notification: Time [clock=27, time=2015-05-28 12:16:20.381]
org notification: Time [clock=27, time=2015-05-28 12:16:20.381]
org notification: Time [clock=27, time=2015-05-28 12:16:20.381]
org notification: Time [clock=27, time=2015-05-28 12:16:20.381]
org notification: Time [clock=27, time=2015-05-28 12:16:20.381]
org notification: Time [clock=27, time=2015-05-28 12:16:20.381]
Time [clock=29, time=2015-05-28 12:16:22.58]
org notification: Time [clock=29, time=2015-05-28 12:16:22.58]
org notification: Time [clock=29, time=2015-05-28 12:16:22.58]
org notification: Time [clock=29, time=2015-05-28 12:16:22.58]
org notification: Time [clock=29, time=2015-05-28 12:16:22.58]
org notification: Time [clock=29, time=2015-05-28 12:16:22.58]
org notification: Time [clock=29, time=2015-05-28 12:16:22.58]
org notification: Time [clock=29, time=2015-05-28 12:16:22.58]
Time [clock=53, time=2015-05-28 12:16:24.375]
org notification: Time [clock=53, time=2015-05-28 12:16:24.375]
org notification: Time [clock=53, time=2015-05-28 12:16:24.375]
org notification: Time [clock=53, time=2015-05-28 12:16:24.375]
org notification: Time [clock=53, time=2015-05-28 12:16:24.375]
org notification: Time [clock=53, time=2015-05-28 12:16:24.375]
org notification: Time [clock=53, time=2015-05-28 12:16:24.375]
org notification: Time [clock=53, time=2015-05-28 12:16:24.375]
Time [clock=17, time=2015-05-28 12:16:25.291]
org notification: Time [clock=17, time=2015-05-28 12:16:25.291]
org notification: Time [clock=17, time=2015-05-28 12:16:25.291]
org notification: Time [clock=17, time=2015-05-28 12:16:25.291]
org notification: Time [clock=17, time=2015-05-28 12:16:25.291]
org notification: Time [clock=17, time=2015-05-28 12:16:25.291]
org notification: Time [clock=17, time=2015-05-28 12:16:25.291]
org notification: Time [clock=17, time=2015-05-28 12:16:25.291]
Time [clock=24, time=2015-05-28 12:16:27.531]
org notification: Time [clock=24, time=2015-05-28 12:16:27.531]
org notification: Time [clock=24, time=2015-05-28 12:16:27.531]
org notification: Time [clock=24, time=2015-05-28 12:16:27.531]
org notification: Time [clock=24, time=2015-05-28 12:16:27.531]
org notification: Time [clock=24, time=2015-05-28 12:16:27.531]
org notification: Time [clock=24, time=2015-05-28 12:16:27.531]
org notification: Time [clock=24, time=2015-05-28 12:16:27.531]
Time [clock=19, time=2015-05-28 12:15:58.247]
org notification: Time [clock=19, time=2015-05-28 12:15:58.247]
org notification: Time [clock=19, time=2015-05-28 12:15:58.247]
org notification: Time [clock=19, time=2015-05-28 12:15:58.247]
org notification: Time [clock=19, time=2015-05-28 12:15:58.247]
org notification: Time [clock=19, time=2015-05-28 12:15:58.247]
org notification: Time [clock=19, time=2015-05-28 12:15:58.247]
org notification: Time [clock=19, time=2015-05-28 12:15:58.247]
Time [clock=26, time=2015-05-28 12:15:52.571]
org notification: Time [clock=26, time=2015-05-28 12:15:52.571]
org notification: Time [clock=26, time=2015-05-28 12:15:52.571]
org notification: Time [clock=26, time=2015-05-28 12:15:52.571]
org notification: Time [clock=26, time=2015-05-28 12:15:52.571]
org notification: Time [clock=26, time=2015-05-28 12:15:52.571]
org notification: Time [clock=26, time=2015-05-28 12:15:52.571]
org notification: Time [clock=26, time=2015-05-28 12:15:52.571]
Time [clock=22, time=2015-05-28 12:15:30.365]
org notification: Time [clock=22, time=2015-05-28 12:15:30.365]
org notification: Time [clock=22, time=2015-05-28 12:15:30.365]
org notification: Time [clock=22, time=2015-05-28 12:15:30.365]
org notification: Time [clock=22, time=2015-05-28 12:15:30.365]
org notification: Time [clock=22, time=2015-05-28 12:15:30.365]
org notification: Time [clock=22, time=2015-05-28 12:15:30.365]
org notification: Time [clock=22, time=2015-05-28 12:15:30.365]
Time [clock=27, time=2015-05-28 12:16:02.574]
org notification: Time [clock=27, time=2015-05-28 12:16:02.574]
org notification: Time [clock=27, time=2015-05-28 12:16:02.574]
org notification: Time [clock=27, time=2015-05-28 12:16:02.574]
org notification: Time [clock=27, time=2015-05-28 12:16:02.574]
org notification: Time [clock=27, time=2015-05-28 12:16:02.574]
org notification: Time [clock=27, time=2015-05-28 12:16:02.574]
org notification: Time [clock=27, time=2015-05-28 12:16:02.574]
Time [clock=52, time=2015-05-28 12:16:14.373]
org notification: Time [clock=52, time=2015-05-28 12:16:14.373]
org notification: Time [clock=52, time=2015-05-28 12:16:14.373]
org notification: Time [clock=52, time=2015-05-28 12:16:14.373]
org notification: Time [clock=52, time=2015-05-28 12:16:14.373]
org notification: Time [clock=52, time=2015-05-28 12:16:14.373]
org notification: Time [clock=52, time=2015-05-28 12:16:14.373]
org notification: Time [clock=52, time=2015-05-28 12:16:14.373]
Time [clock=20, time=2015-05-28 12:16:08.25]
org notification: Time [clock=20, time=2015-05-28 12:16:08.25]
org notification: Time [clock=20, time=2015-05-28 12:16:08.25]
org notification: Time [clock=20, time=2015-05-28 12:16:08.25]
org notification: Time [clock=20, time=2015-05-28 12:16:08.25]
org notification: Time [clock=20, time=2015-05-28 12:16:08.25]
org notification: Time [clock=20, time=2015-05-28 12:16:08.25]
org notification: Time [clock=20, time=2015-05-28 12:16:08.25]
Time [clock=22, time=2015-05-28 12:16:07.525]
org notification: Time [clock=22, time=2015-05-28 12:16:07.525]
org notification: Time [clock=22, time=2015-05-28 12:16:07.525]
org notification: Time [clock=22, time=2015-05-28 12:16:07.525]
org notification: Time [clock=22, time=2015-05-28 12:16:07.525]
org notification: Time [clock=22, time=2015-05-28 12:16:07.525]
org notification: Time [clock=22, time=2015-05-28 12:16:07.525]
org notification: Time [clock=22, time=2015-05-28 12:16:07.525]
Time [clock=15, time=2015-05-28 12:16:05.285]
org notification: Time [clock=15, time=2015-05-28 12:16:05.285]
org notification: Time [clock=15, time=2015-05-28 12:16:05.285]
org notification: Time [clock=15, time=2015-05-28 12:16:05.285]
org notification: Time [clock=15, time=2015-05-28 12:16:05.285]
org notification: Time [clock=15, time=2015-05-28 12:16:05.285]
org notification: Time [clock=15, time=2015-05-28 12:16:05.285]
org notification: Time [clock=15, time=2015-05-28 12:16:05.285]
Time [clock=38, time=2015-05-28 12:16:09.124]
org notification: Time [clock=38, time=2015-05-28 12:16:09.124]
org notification: Time [clock=38, time=2015-05-28 12:16:09.124]
org notification: Time [clock=38, time=2015-05-28 12:16:09.124]
org notification: Time [clock=38, time=2015-05-28 12:16:09.124]
org notification: Time [clock=38, time=2015-05-28 12:16:09.124]
org notification: Time [clock=38, time=2015-05-28 12:16:09.124]
org notification: Time [clock=38, time=2015-05-28 12:16:09.124]
Time [clock=26, time=2015-05-28 12:16:10.378]
org notification: Time [clock=26, time=2015-05-28 12:16:10.378]
org notification: Time [clock=26, time=2015-05-28 12:16:10.378]
org notification: Time [clock=26, time=2015-05-28 12:16:10.378]
org notification: Time [clock=26, time=2015-05-28 12:16:10.378]
org notification: Time [clock=26, time=2015-05-28 12:16:10.378]
org notification: Time [clock=26, time=2015-05-28 12:16:10.378]
org notification: Time [clock=26, time=2015-05-28 12:16:10.378]
Time [clock=28, time=2015-05-28 12:16:12.577]
org notification: Time [clock=28, time=2015-05-28 12:16:12.577]
org notification: Time [clock=28, time=2015-05-28 12:16:12.577]
org notification: Time [clock=28, time=2015-05-28 12:16:12.577]
