-------------------------last log tuples start--------------------------------
Time [clock=19, time=2015-05-26 11:00:58.971]
org notification: Time [clock=19, time=2015-05-26 11:00:58.971]
org notification: Time [clock=19, time=2015-05-26 11:00:58.971]
org notification: Time [clock=19, time=2015-05-26 11:00:58.971]
org notification: Time [clock=19, time=2015-05-26 11:00:58.971]
Time [clock=2, time=2015-05-26 11:00:59.148]
org notification: Time [clock=2, time=2015-05-26 11:00:59.148]
org notification: Time [clock=2, time=2015-05-26 11:00:59.148]
org notification: Time [clock=2, time=2015-05-26 11:00:59.148]
org notification: Time [clock=2, time=2015-05-26 11:00:59.148]
Time [clock=10, time=2015-05-26 11:01:04.434]
org notification: Time [clock=10, time=2015-05-26 11:01:04.434]
org notification: Time [clock=10, time=2015-05-26 11:01:04.434]
org notification: Time [clock=10, time=2015-05-26 11:01:04.434]
org notification: Time [clock=10, time=2015-05-26 11:01:04.434]
Time [clock=6, time=2015-05-26 11:01:39.161]
org notification: Time [clock=6, time=2015-05-26 11:01:39.161]
org notification: Time [clock=6, time=2015-05-26 11:01:39.161]
org notification: Time [clock=6, time=2015-05-26 11:01:39.161]
org notification: Time [clock=6, time=2015-05-26 11:01:39.161]
Time [clock=5, time=2015-05-26 11:01:29.158]
org notification: Time [clock=5, time=2015-05-26 11:01:29.158]
org notification: Time [clock=5, time=2015-05-26 11:01:29.158]
org notification: Time [clock=5, time=2015-05-26 11:01:29.158]
org notification: Time [clock=5, time=2015-05-26 11:01:29.158]
Time [clock=21, time=2015-05-26 11:01:18.976]
org notification: Time [clock=21, time=2015-05-26 11:01:18.976]
org notification: Time [clock=21, time=2015-05-26 11:01:18.976]
org notification: Time [clock=21, time=2015-05-26 11:01:18.976]
org notification: Time [clock=21, time=2015-05-26 11:01:18.976]
Time [clock=11, time=2015-05-26 11:01:14.437]
org notification: Time [clock=11, time=2015-05-26 11:01:14.437]
org notification: Time [clock=11, time=2015-05-26 11:01:14.437]
org notification: Time [clock=11, time=2015-05-26 11:01:14.437]
org notification: Time [clock=11, time=2015-05-26 11:01:14.437]
Time [clock=24, time=2015-05-26 11:01:18.68]
org notification: Time [clock=24, time=2015-05-26 11:01:18.68]
org notification: Time [clock=24, time=2015-05-26 11:01:18.68]
org notification: Time [clock=24, time=2015-05-26 11:01:18.68]
org notification: Time [clock=24, time=2015-05-26 11:01:18.68]
Time [clock=22, time=2015-05-26 11:00:58.673]
org notification: Time [clock=22, time=2015-05-26 11:00:58.673]
org notification: Time [clock=22, time=2015-05-26 11:00:58.673]
org notification: Time [clock=22, time=2015-05-26 11:00:58.673]
org notification: Time [clock=22, time=2015-05-26 11:00:58.673]
Time [clock=26, time=2015-05-26 11:01:38.686]
org notification: Time [clock=26, time=2015-05-26 11:01:38.686]
org notification: Time [clock=26, time=2015-05-26 11:01:38.686]
org notification: Time [clock=26, time=2015-05-26 11:01:38.686]
org notification: Time [clock=26, time=2015-05-26 11:01:38.686]
Time [clock=22, time=2015-05-26 11:01:28.978]
org notification: Time [clock=22, time=2015-05-26 11:01:28.978]
org notification: Time [clock=22, time=2015-05-26 11:01:28.978]
org notification: Time [clock=22, time=2015-05-26 11:01:28.978]
org notification: Time [clock=22, time=2015-05-26 11:01:28.978]
Time [clock=20, time=2015-05-26 11:01:08.974]
org notification: Time [clock=20, time=2015-05-26 11:01:08.974]
org notification: Time [clock=20, time=2015-05-26 11:01:08.974]
org notification: Time [clock=20, time=2015-05-26 11:01:08.974]
org notification: Time [clock=20, time=2015-05-26 11:01:08.974]
Time [clock=1, time=2015-05-26 11:00:49.146]
org notification: Time [clock=1, time=2015-05-26 11:00:49.146]
org notification: Time [clock=1, time=2015-05-26 11:00:49.146]
org notification: Time [clock=1, time=2015-05-26 11:00:49.146]
org notification: Time [clock=1, time=2015-05-26 11:00:49.146]
org notification: Time [clock=9, time=2015-05-26 11:00:54.43]
Time [clock=9, time=2015-05-26 11:00:54.43]
org notification: Time [clock=9, time=2015-05-26 11:00:54.43]
Time [clock=13, time=2015-05-26 11:01:34.443]
org notification: Time [clock=14, time=2015-05-26 11:01:44.446]
org notification: Time [clock=9, time=2015-05-26 11:00:54.43]
org notification: Time [clock=9, time=2015-05-26 11:00:54.43]
org notification: Time [clock=13, time=2015-05-26 11:01:34.443]
org notification: Time [clock=14, time=2015-05-26 11:01:44.446]
org notification: Time [clock=14, time=2015-05-26 11:01:44.446]
org notification: Time [clock=14, time=2015-05-26 11:01:44.446]
org notification: Time [clock=13, time=2015-05-26 11:01:34.443]
org notification: Time [clock=13, time=2015-05-26 11:01:34.443]
org notification: Time [clock=13, time=2015-05-26 11:01:34.443]
Time [clock=8, time=2015-05-26 11:00:44.427]
org notification: Time [clock=8, time=2015-05-26 11:00:44.427]
org notification: Time [clock=8, time=2015-05-26 11:00:44.427]
org notification: Time [clock=8, time=2015-05-26 11:00:44.427]
org notification: Time [clock=8, time=2015-05-26 11:00:44.427]
Time [clock=23, time=2015-05-26 11:01:38.981]
org notification: Time [clock=23, time=2015-05-26 11:01:38.981]
org notification: Time [clock=23, time=2015-05-26 11:01:38.981]
org notification: Time [clock=23, time=2015-05-26 11:01:38.981]
org notification: Time [clock=23, time=2015-05-26 11:01:38.981]
Time [clock=12, time=2015-05-26 11:01:24.44]
org notification: Time [clock=12, time=2015-05-26 11:01:24.44]
org notification: Time [clock=12, time=2015-05-26 11:01:24.44]
org notification: Time [clock=12, time=2015-05-26 11:01:24.44]
org notification: Time [clock=12, time=2015-05-26 11:01:24.44]
Time [clock=23, time=2015-05-26 11:01:08.676]
org notification: Time [clock=23, time=2015-05-26 11:01:08.676]
org notification: Time [clock=23, time=2015-05-26 11:01:08.676]
org notification: Time [clock=23, time=2015-05-26 11:01:08.676]
org notification: Time [clock=23, time=2015-05-26 11:01:08.676]
Time [clock=25, time=2015-05-26 11:01:28.683]
org notification: Time [clock=25, time=2015-05-26 11:01:28.683]
org notification: Time [clock=25, time=2015-05-26 11:01:28.683]
org notification: Time [clock=25, time=2015-05-26 11:01:28.683]
org notification: Time [clock=25, time=2015-05-26 11:01:28.683]
Time [clock=21, time=2015-05-26 11:00:48.671]
org notification: Time [clock=21, time=2015-05-26 11:00:48.671]
org notification: Time [clock=21, time=2015-05-26 11:00:48.671]
org notification: Time [clock=21, time=2015-05-26 11:00:48.671]
org notification: Time [clock=21, time=2015-05-26 11:00:48.671]
Time [clock=14, time=2015-05-26 11:01:44.446]
org notification: Time [clock=14, time=2015-05-26 11:01:44.446]
org notification: Time [clock=14, time=2015-05-26 11:01:44.446]
org notification: Time [clock=14, time=2015-05-26 11:01:44.446]
org notification: Time [clock=14, time=2015-05-26 11:01:44.446]
Time [clock=17, time=2015-05-26 11:00:38.967]
org notification: Time [clock=17, time=2015-05-26 11:00:38.967]
org notification: Time [clock=17, time=2015-05-26 11:00:38.967]
org notification: Time [clock=17, time=2015-05-26 11:00:38.967]
org notification: Time [clock=17, time=2015-05-26 11:00:38.967]
Time [clock=3, time=2015-05-26 11:01:09.15]
org notification: Time [clock=3, time=2015-05-26 11:01:09.15]
org notification: Time [clock=3, time=2015-05-26 11:01:09.15]
org notification: Time [clock=3, time=2015-05-26 11:01:09.15]
org notification: Time [clock=3, time=2015-05-26 11:01:09.15]
Time [clock=4, time=2015-05-26 11:01:19.152]
org notification: Time [clock=4, time=2015-05-26 11:01:19.152]
org notification: Time [clock=4, time=2015-05-26 11:01:19.152]
org notification: Time [clock=4, time=2015-05-26 11:01:19.152]
org notification: Time [clock=4, time=2015-05-26 11:01:19.152]
Time [clock=18, time=2015-05-26 11:00:48.968]
org notification: Time [clock=18, time=2015-05-26 11:00:48.968]
org notification: Time [clock=18, time=2015-05-26 11:00:48.968]
org notification: Time [clock=18, time=2015-05-26 11:00:48.968]
org notification: Time [clock=18, time=2015-05-26 11:00:48.968]
-------------------------last log tuples end----------------------------------
org notification: Time [clock=27, time=2015-05-26 11:01:48.689]
org notification: Time [clock=27, time=2015-05-26 11:01:48.689]
org notification: Time [clock=27, time=2015-05-26 11:01:48.689]
org notification: Time [clock=27, time=2015-05-26 11:01:48.689]
org notification: Time [clock=27, time=2015-05-26 11:01:48.689]
org notification: Time [clock=24, time=2015-05-26 11:01:48.984]
org notification: Time [clock=24, time=2015-05-26 11:01:48.984]
org notification: Time [clock=24, time=2015-05-26 11:01:48.984]
org notification: Time [clock=24, time=2015-05-26 11:01:48.984]
org notification: Time [clock=24, time=2015-05-26 11:01:48.984]
org notification: Time [clock=7, time=2015-05-26 11:01:49.164]
org notification: Time [clock=7, time=2015-05-26 11:01:49.164]
