-------------------------last log tuples start--------------------------------
Time [clock=5, time=2015-05-28 12:10:39.022]
org notification: Time [clock=5, time=2015-05-28 12:10:39.022]
org notification: Time [clock=5, time=2015-05-28 12:10:39.022]
Time [clock=3, time=2015-05-28 12:10:19.016]
org notification: Time [clock=3, time=2015-05-28 12:10:19.016]
org notification: Time [clock=3, time=2015-05-28 12:10:19.016]
Time [clock=19, time=2015-05-28 12:10:44.261]
org notification: Time [clock=19, time=2015-05-28 12:10:44.261]
org notification: Time [clock=19, time=2015-05-28 12:10:44.261]
Time [clock=6, time=2015-05-28 12:10:49.025]
org notification: Time [clock=6, time=2015-05-28 12:10:49.025]
org notification: Time [clock=6, time=2015-05-28 12:10:49.025]
Time [clock=18, time=2015-05-28 12:10:34.258]
org notification: Time [clock=18, time=2015-05-28 12:10:34.258]
org notification: Time [clock=18, time=2015-05-28 12:10:34.258]
Time [clock=10, time=2015-05-28 12:11:29.038]
org notification: Time [clock=10, time=2015-05-28 12:11:29.038]
org notification: Time [clock=10, time=2015-05-28 12:11:29.038]
Time [clock=21, time=2015-05-28 12:11:04.269]
org notification: Time [clock=21, time=2015-05-28 12:11:04.269]
org notification: Time [clock=21, time=2015-05-28 12:11:04.269]
Time [clock=8, time=2015-05-28 12:11:09.032]
org notification: Time [clock=8, time=2015-05-28 12:11:09.032]
org notification: Time [clock=8, time=2015-05-28 12:11:09.032]
Time [clock=20, time=2015-05-28 12:10:54.265]
org notification: Time [clock=20, time=2015-05-28 12:10:54.265]
org notification: Time [clock=20, time=2015-05-28 12:10:54.265]
Time [clock=7, time=2015-05-28 12:10:59.028]
org notification: Time [clock=7, time=2015-05-28 12:10:59.028]
org notification: Time [clock=7, time=2015-05-28 12:10:59.028]
Time [clock=23, time=2015-05-28 12:11:24.276]
org notification: Time [clock=23, time=2015-05-28 12:11:24.276]
org notification: Time [clock=23, time=2015-05-28 12:11:24.276]
Time [clock=9, time=2015-05-28 12:11:19.034]
org notification: Time [clock=9, time=2015-05-28 12:11:19.034]
org notification: Time [clock=9, time=2015-05-28 12:11:19.034]
Time [clock=2, time=2015-05-28 12:10:09.012]
org notification: Time [clock=2, time=2015-05-28 12:10:09.012]
org notification: Time [clock=2, time=2015-05-28 12:10:09.012]
Time [clock=16, time=2015-05-28 12:10:14.251]
org notification: Time [clock=16, time=2015-05-28 12:10:14.251]
org notification: Time [clock=16, time=2015-05-28 12:10:14.251]
Time [clock=4, time=2015-05-28 12:10:29.019]
org notification: Time [clock=4, time=2015-05-28 12:10:29.019]
org notification: Time [clock=4, time=2015-05-28 12:10:29.019]
Time [clock=15, time=2015-05-28 12:10:04.246]
org notification: Time [clock=15, time=2015-05-28 12:10:04.246]
org notification: Time [clock=15, time=2015-05-28 12:10:04.246]
Time [clock=17, time=2015-05-28 12:10:24.254]
org notification: Time [clock=17, time=2015-05-28 12:10:24.254]
org notification: Time [clock=17, time=2015-05-28 12:10:24.254]
Time [clock=1, time=2015-05-28 12:09:59.008]
org notification: Time [clock=1, time=2015-05-28 12:09:59.008]
org notification: Time [clock=1, time=2015-05-28 12:09:59.008]
Time [clock=14, time=2015-05-28 12:09:54.243]
org notification: Time [clock=14, time=2015-05-28 12:09:54.243]
org notification: Time [clock=14, time=2015-05-28 12:09:54.243]
Time [clock=22, time=2015-05-28 12:11:14.272]
org notification: Time [clock=22, time=2015-05-28 12:11:14.272]
-------------------------last log tuples end----------------------------------
org notification: Time [clock=22, time=2015-05-28 12:11:14.272]
org notification: Time [clock=24, time=2015-05-28 12:11:34.28]
org notification: Time [clock=24, time=2015-05-28 12:11:34.28]
org notification: Time [clock=24, time=2015-05-28 12:11:34.28]
org notification: Time [clock=11, time=2015-05-28 12:11:39.041]
org notification: Time [clock=11, time=2015-05-28 12:11:39.041]
org notification: Time [clock=11, time=2015-05-28 12:11:39.041]
org notification: Time [clock=1, time=2015-05-28 12:11:42.496]
org notification: Time [clock=1, time=2015-05-28 12:11:42.496]
org notification: Time [clock=1, time=2015-05-28 12:11:42.496]
org notification: Time [clock=25, time=2015-05-28 12:11:44.283]
org notification: Time [clock=25, time=2015-05-28 12:11:44.283]
org notification: Time [clock=25, time=2015-05-28 12:11:44.283]
org notification: Time [clock=12, time=2015-05-28 12:11:49.043]
org notification: Time [clock=12, time=2015-05-28 12:11:49.043]
org notification: Time [clock=12, time=2015-05-28 12:11:49.043]
