-------------------------last log tuples start--------------------------------
Time [clock=12, time=2015-05-28 12:11:49.043]
org notification: Time [clock=12, time=2015-05-28 12:11:49.043]
org notification: Time [clock=12, time=2015-05-28 12:11:49.043]
org notification: Time [clock=12, time=2015-05-28 12:11:49.043]
Time [clock=24, time=2015-05-28 12:11:34.28]
org notification: Time [clock=24, time=2015-05-28 12:11:34.28]
org notification: Time [clock=24, time=2015-05-28 12:11:34.28]
org notification: Time [clock=24, time=2015-05-28 12:11:34.28]
Time [clock=1, time=2015-05-28 12:11:42.496]
org notification: Time [clock=1, time=2015-05-28 12:11:42.496]
org notification: Time [clock=1, time=2015-05-28 12:11:42.496]
org notification: Time [clock=1, time=2015-05-28 12:11:42.496]
Time [clock=25, time=2015-05-28 12:11:44.283]
org notification: Time [clock=25, time=2015-05-28 12:11:44.283]
org notification: Time [clock=25, time=2015-05-28 12:11:44.283]
org notification: Time [clock=25, time=2015-05-28 12:11:44.283]
Time [clock=11, time=2015-05-28 12:11:39.041]
org notification: Time [clock=11, time=2015-05-28 12:11:39.041]
org notification: Time [clock=11, time=2015-05-28 12:11:39.041]
org notification: Time [clock=11, time=2015-05-28 12:11:39.041]
-------------------------last log tuples end----------------------------------
org notification: Time [clock=2, time=2015-05-28 12:11:52.498]
org notification: Time [clock=2, time=2015-05-28 12:11:52.498]
org notification: Time [clock=2, time=2015-05-28 12:11:52.498]
org notification: Time [clock=2, time=2015-05-28 12:11:52.498]
org notification: Time [clock=26, time=2015-05-28 12:11:54.286]
org notification: Time [clock=26, time=2015-05-28 12:11:54.286]
org notification: Time [clock=26, time=2015-05-28 12:11:54.286]
org notification: Time [clock=26, time=2015-05-28 12:11:54.286]
org notification: Time [clock=13, time=2015-05-28 12:11:59.047]
org notification: Time [clock=13, time=2015-05-28 12:11:59.047]
org notification: Time [clock=13, time=2015-05-28 12:11:59.047]
org notification: Time [clock=13, time=2015-05-28 12:11:59.047]
org notification: Time [clock=1, time=2015-05-28 12:12:00.301]
org notification: Time [clock=1, time=2015-05-28 12:12:00.301]
org notification: Time [clock=1, time=2015-05-28 12:12:00.301]
org notification: Time [clock=1, time=2015-05-28 12:12:00.301]
org notification: Time [clock=3, time=2015-05-28 12:12:02.5]
org notification: Time [clock=3, time=2015-05-28 12:12:02.5]
org notification: Time [clock=3, time=2015-05-28 12:12:02.5]
org notification: Time [clock=3, time=2015-05-28 12:12:02.5]
org notification: Time [clock=27, time=2015-05-28 12:12:04.289]
org notification: Time [clock=27, time=2015-05-28 12:12:04.289]
org notification: Time [clock=27, time=2015-05-28 12:12:04.289]
org notification: Time [clock=27, time=2015-05-28 12:12:04.289]
org notification: Time [clock=14, time=2015-05-28 12:12:09.05]
org notification: Time [clock=14, time=2015-05-28 12:12:09.05]
org notification: Time [clock=14, time=2015-05-28 12:12:09.05]
org notification: Time [clock=14, time=2015-05-28 12:12:09.05]
org notification: Time [clock=2, time=2015-05-28 12:12:10.303]
org notification: Time [clock=2, time=2015-05-28 12:12:10.303]
org notification: Time [clock=2, time=2015-05-28 12:12:10.303]
org notification: Time [clock=2, time=2015-05-28 12:12:10.303]
org notification: Time [clock=4, time=2015-05-28 12:12:12.504]
org notification: Time [clock=4, time=2015-05-28 12:12:12.504]
org notification: Time [clock=4, time=2015-05-28 12:12:12.504]
org notification: Time [clock=4, time=2015-05-28 12:12:12.504]
org notification: Time [clock=28, time=2015-05-28 12:12:14.292]
org notification: Time [clock=28, time=2015-05-28 12:12:14.292]
org notification: Time [clock=28, time=2015-05-28 12:12:14.292]
org notification: Time [clock=28, time=2015-05-28 12:12:14.292]
org notification: Time [clock=15, time=2015-05-28 12:12:19.053]
org notification: Time [clock=15, time=2015-05-28 12:12:19.053]
org notification: Time [clock=15, time=2015-05-28 12:12:19.053]
org notification: Time [clock=15, time=2015-05-28 12:12:19.053]
org notification: Time [clock=3, time=2015-05-28 12:12:20.306]
org notification: Time [clock=3, time=2015-05-28 12:12:20.306]
org notification: Time [clock=3, time=2015-05-28 12:12:20.306]
org notification: Time [clock=3, time=2015-05-28 12:12:20.306]
org notification: Time [clock=5, time=2015-05-28 12:12:22.507]
org notification: Time [clock=5, time=2015-05-28 12:12:22.507]
org notification: Time [clock=5, time=2015-05-28 12:12:22.507]
org notification: Time [clock=5, time=2015-05-28 12:12:22.507]
org notification: Time [clock=29, time=2015-05-28 12:12:24.295]
org notification: Time [clock=29, time=2015-05-28 12:12:24.295]
org notification: Time [clock=29, time=2015-05-28 12:12:24.295]
org notification: Time [clock=29, time=2015-05-28 12:12:24.295]
