-------------------------last log tuples start--------------------------------
Time [clock=286, time=2015-05-28 13:39:19.086]
org notification: Time [clock=286, time=2015-05-28 13:39:19.086]
org notification: Time [clock=286, time=2015-05-28 13:39:19.086]
org notification: Time [clock=286, time=2015-05-28 13:39:19.086]
Time [clock=208, time=2015-05-28 13:40:29.312]
org notification: Time [clock=286, time=2015-05-28 13:39:19.086]
org notification: Time [clock=286, time=2015-05-28 13:39:19.086]
org notification: Time [clock=208, time=2015-05-28 13:40:29.312]
org notification: Time [clock=286, time=2015-05-28 13:39:19.086]
org notification: Time [clock=208, time=2015-05-28 13:40:29.312]
org notification: Time [clock=286, time=2015-05-28 13:39:19.086]
org notification: Time [clock=286, time=2015-05-28 13:39:19.086]
org notification: Time [clock=286, time=2015-05-28 13:39:19.086]
org notification: Time [clock=286, time=2015-05-28 13:39:19.086]
org notification: Time [clock=208, time=2015-05-28 13:40:29.312]
org notification: Time [clock=208, time=2015-05-28 13:40:29.312]
org notification: Time [clock=208, time=2015-05-28 13:40:29.312]
org notification: Time [clock=208, time=2015-05-28 13:40:29.312]
org notification: Time [clock=286, time=2015-05-28 13:39:19.086]
org notification: Time [clock=286, time=2015-05-28 13:39:19.086]
org notification: Time [clock=286, time=2015-05-28 13:39:19.086]
org notification: Time [clock=286, time=2015-05-28 13:39:19.086]
org notification: Time [clock=208, time=2015-05-28 13:40:29.312]
org notification: Time [clock=208, time=2015-05-28 13:40:29.312]
org notification: Time [clock=208, time=2015-05-28 13:40:29.312]
org notification: Time [clock=208, time=2015-05-28 13:40:29.312]
org notification: Time [clock=208, time=2015-05-28 13:40:29.312]
org notification: Time [clock=208, time=2015-05-28 13:40:29.312]
org notification: Time [clock=208, time=2015-05-28 13:40:29.312]
org notification: Time [clock=286, time=2015-05-28 13:39:19.086]
org notification: Time [clock=208, time=2015-05-28 13:40:29.312]
org notification: Time [clock=208, time=2015-05-28 13:40:29.312]
Time [clock=193, time=2015-05-28 13:40:09.309]
org notification: Time [clock=193, time=2015-05-28 13:40:09.309]
org notification: Time [clock=193, time=2015-05-28 13:40:09.309]
org notification: Time [clock=193, time=2015-05-28 13:40:09.309]
org notification: Time [clock=193, time=2015-05-28 13:40:09.309]
org notification: Time [clock=193, time=2015-05-28 13:40:09.309]
org notification: Time [clock=193, time=2015-05-28 13:40:09.309]
org notification: Time [clock=193, time=2015-05-28 13:40:09.309]
org notification: Time [clock=193, time=2015-05-28 13:40:09.309]
org notification: Time [clock=193, time=2015-05-28 13:40:09.309]
org notification: Time [clock=193, time=2015-05-28 13:40:09.309]
org notification: Time [clock=193, time=2015-05-28 13:40:09.309]
org notification: Time [clock=193, time=2015-05-28 13:40:09.309]
org notification: Time [clock=193, time=2015-05-28 13:40:09.309]
org notification: Time [clock=193, time=2015-05-28 13:40:09.309]
org notification: Time [clock=193, time=2015-05-28 13:40:09.309]
Time [clock=195, time=2015-05-28 13:40:29.312]
org notification: Time [clock=195, time=2015-05-28 13:40:29.312]
org notification: Time [clock=195, time=2015-05-28 13:40:29.312]
org notification: Time [clock=195, time=2015-05-28 13:40:29.312]
org notification: Time [clock=195, time=2015-05-28 13:40:29.312]
org notification: Time [clock=195, time=2015-05-28 13:40:29.312]
org notification: Time [clock=195, time=2015-05-28 13:40:29.312]
org notification: Time [clock=195, time=2015-05-28 13:40:29.312]
org notification: Time [clock=195, time=2015-05-28 13:40:29.312]
org notification: Time [clock=195, time=2015-05-28 13:40:29.312]
org notification: Time [clock=195, time=2015-05-28 13:40:29.312]
org notification: Time [clock=195, time=2015-05-28 13:40:29.312]
org notification: Time [clock=195, time=2015-05-28 13:40:29.312]
org notification: Time [clock=195, time=2015-05-28 13:40:29.312]
org notification: Time [clock=195, time=2015-05-28 13:40:29.312]
org notification: Time [clock=195, time=2015-05-28 13:40:29.312]
org notification: Time [clock=301, time=2015-05-28 13:39:59.311]
org notification: Time [clock=301, time=2015-05-28 13:39:59.311]
Time [clock=301, time=2015-05-28 13:39:59.311]
org notification: Time [clock=301, time=2015-05-28 13:39:59.311]
org notification: Time [clock=301, time=2015-05-28 13:39:59.311]
org notification: Time [clock=301, time=2015-05-28 13:39:59.311]
org notification: Time [clock=301, time=2015-05-28 13:39:59.311]
org notification: Time [clock=301, time=2015-05-28 13:39:59.311]
org notification: Time [clock=301, time=2015-05-28 13:39:59.311]
org notification: Time [clock=301, time=2015-05-28 13:39:59.311]
org notification: Time [clock=301, time=2015-05-28 13:39:59.311]
org notification: Time [clock=301, time=2015-05-28 13:39:59.311]
org notification: Time [clock=301, time=2015-05-28 13:39:59.311]
org notification: Time [clock=301, time=2015-05-28 13:39:59.311]
org notification: Time [clock=301, time=2015-05-28 13:39:59.311]
org notification: Time [clock=301, time=2015-05-28 13:39:59.311]
org notification: Time [clock=36, time=2015-05-28 13:40:11.474]
Time [clock=36, time=2015-05-28 13:40:11.474]
org notification: Time [clock=36, time=2015-05-28 13:40:11.474]
org notification: Time [clock=36, time=2015-05-28 13:40:11.474]
org notification: Time [clock=36, time=2015-05-28 13:40:11.474]
org notification: Time [clock=36, time=2015-05-28 13:40:11.474]
org notification: Time [clock=36, time=2015-05-28 13:40:11.474]
org notification: Time [clock=36, time=2015-05-28 13:40:11.474]
org notification: Time [clock=36, time=2015-05-28 13:40:11.474]
org notification: Time [clock=36, time=2015-05-28 13:40:11.474]
org notification: Time [clock=36, time=2015-05-28 13:40:11.474]
org notification: Time [clock=36, time=2015-05-28 13:40:11.474]
org notification: Time [clock=303, time=2015-05-28 13:40:19.315]
org notification: Time [clock=303, time=2015-05-28 13:40:19.315]
org notification: Time [clock=36, time=2015-05-28 13:40:11.474]
Time [clock=303, time=2015-05-28 13:40:19.315]
org notification: Time [clock=36, time=2015-05-28 13:40:11.474]
org notification: Time [clock=36, time=2015-05-28 13:40:11.474]
org notification: Time [clock=303, time=2015-05-28 13:40:19.315]
org notification: Time [clock=303, time=2015-05-28 13:40:19.315]
org notification: Time [clock=303, time=2015-05-28 13:40:19.315]
org notification: Time [clock=303, time=2015-05-28 13:40:19.315]
org notification: Time [clock=303, time=2015-05-28 13:40:19.315]
org notification: Time [clock=303, time=2015-05-28 13:40:19.315]
org notification: Time [clock=303, time=2015-05-28 13:40:19.315]
org notification: Time [clock=303, time=2015-05-28 13:40:19.315]
org notification: Time [clock=303, time=2015-05-28 13:40:19.315]
org notification: Time [clock=303, time=2015-05-28 13:40:19.315]
org notification: Time [clock=303, time=2015-05-28 13:40:19.315]
org notification: Time [clock=303, time=2015-05-28 13:40:19.315]
org notification: Time [clock=36, time=2015-05-28 13:40:11.474]
org notification: Time [clock=303, time=2015-05-28 13:40:19.315]
Time [clock=30, time=2015-05-28 13:40:05.015]
org notification: Time [clock=30, time=2015-05-28 13:40:05.015]
org notification: Time [clock=30, time=2015-05-28 13:40:05.015]
org notification: Time [clock=30, time=2015-05-28 13:40:05.015]
org notification: Time [clock=30, time=2015-05-28 13:40:05.015]
org notification: Time [clock=30, time=2015-05-28 13:40:05.015]
org notification: Time [clock=30, time=2015-05-28 13:40:05.015]
org notification: Time [clock=30, time=2015-05-28 13:40:05.015]
org notification: Time [clock=30, time=2015-05-28 13:40:05.015]
org notification: Time [clock=30, time=2015-05-28 13:40:05.015]
org notification: Time [clock=30, time=2015-05-28 13:40:05.015]
org notification: Time [clock=30, time=2015-05-28 13:40:05.015]
org notification: Time [clock=30, time=2015-05-28 13:40:05.015]
org notification: Time [clock=30, time=2015-05-28 13:40:05.015]
org notification: Time [clock=30, time=2015-05-28 13:40:05.015]
org notification: Time [clock=30, time=2015-05-28 13:40:05.015]
org notification: Time [clock=316, time=2015-05-28 13:40:29.318]
org notification: Time [clock=316, time=2015-05-28 13:40:29.318]
Time [clock=316, time=2015-05-28 13:40:29.318]
org notification: Time [clock=316, time=2015-05-28 13:40:29.318]
org notification: Time [clock=316, time=2015-05-28 13:40:29.318]
org notification: Time [clock=316, time=2015-05-28 13:40:29.318]
org notification: Time [clock=316, time=2015-05-28 13:40:29.318]
org notification: Time [clock=316, time=2015-05-28 13:40:29.318]
org notification: Time [clock=316, time=2015-05-28 13:40:29.318]
org notification: Time [clock=316, time=2015-05-28 13:40:29.318]
org notification: Time [clock=316, time=2015-05-28 13:40:29.318]
org notification: Time [clock=316, time=2015-05-28 13:40:29.318]
org notification: Time [clock=316, time=2015-05-28 13:40:29.318]
org notification: Time [clock=316, time=2015-05-28 13:40:29.318]
org notification: Time [clock=316, time=2015-05-28 13:40:29.318]
org notification: Time [clock=316, time=2015-05-28 13:40:29.318]
org notification: Time [clock=304, time=2015-05-28 13:40:29.319]
Time [clock=304, time=2015-05-28 13:40:29.319]
org notification: Time [clock=304, time=2015-05-28 13:40:29.319]
org notification: Time [clock=304, time=2015-05-28 13:40:29.319]
org notification: Time [clock=304, time=2015-05-28 13:40:29.319]
org notification: Time [clock=304, time=2015-05-28 13:40:29.319]
org notification: Time [clock=304, time=2015-05-28 13:40:29.319]
org notification: Time [clock=304, time=2015-05-28 13:40:29.319]
org notification: Time [clock=304, time=2015-05-28 13:40:29.319]
org notification: Time [clock=304, time=2015-05-28 13:40:29.319]
org notification: Time [clock=304, time=2015-05-28 13:40:29.319]
org notification: Time [clock=304, time=2015-05-28 13:40:29.319]
org notification: Time [clock=304, time=2015-05-28 13:40:29.319]
org notification: Time [clock=304, time=2015-05-28 13:40:29.319]
org notification: Time [clock=304, time=2015-05-28 13:40:29.319]
org notification: Time [clock=304, time=2015-05-28 13:40:29.319]
org notification: Time [clock=205, time=2015-05-28 13:39:59.306]
Time [clock=205, time=2015-05-28 13:39:59.306]
org notification: Time [clock=205, time=2015-05-28 13:39:59.306]
org notification: Time [clock=205, time=2015-05-28 13:39:59.306]
