-------------------------last log tuples start--------------------------------
Time [clock=15, time=2015-05-28 12:12:19.053]
org notification: Time [clock=15, time=2015-05-28 12:12:19.053]
org notification: Time [clock=15, time=2015-05-28 12:12:19.053]
org notification: Time [clock=15, time=2015-05-28 12:12:19.053]
org notification: Time [clock=15, time=2015-05-28 12:12:19.053]
Time [clock=5, time=2015-05-28 12:12:22.507]
org notification: Time [clock=5, time=2015-05-28 12:12:22.507]
org notification: Time [clock=5, time=2015-05-28 12:12:22.507]
org notification: Time [clock=5, time=2015-05-28 12:12:22.507]
org notification: Time [clock=5, time=2015-05-28 12:12:22.507]
Time [clock=4, time=2015-05-28 12:12:12.504]
org notification: Time [clock=4, time=2015-05-28 12:12:12.504]
org notification: Time [clock=4, time=2015-05-28 12:12:12.504]
org notification: Time [clock=4, time=2015-05-28 12:12:12.504]
org notification: Time [clock=4, time=2015-05-28 12:12:12.504]
Time [clock=29, time=2015-05-28 12:12:24.295]
org notification: Time [clock=29, time=2015-05-28 12:12:24.295]
org notification: Time [clock=29, time=2015-05-28 12:12:24.295]
org notification: Time [clock=29, time=2015-05-28 12:12:24.295]
org notification: Time [clock=29, time=2015-05-28 12:12:24.295]
Time [clock=3, time=2015-05-28 12:12:02.5]
org notification: Time [clock=3, time=2015-05-28 12:12:02.5]
org notification: Time [clock=3, time=2015-05-28 12:12:02.5]
org notification: Time [clock=3, time=2015-05-28 12:12:02.5]
org notification: Time [clock=3, time=2015-05-28 12:12:02.5]
Time [clock=3, time=2015-05-28 12:12:20.306]
org notification: Time [clock=3, time=2015-05-28 12:12:20.306]
org notification: Time [clock=3, time=2015-05-28 12:12:20.306]
org notification: Time [clock=3, time=2015-05-28 12:12:20.306]
org notification: Time [clock=3, time=2015-05-28 12:12:20.306]
Time [clock=28, time=2015-05-28 12:12:14.292]
org notification: Time [clock=28, time=2015-05-28 12:12:14.292]
org notification: Time [clock=28, time=2015-05-28 12:12:14.292]
org notification: Time [clock=28, time=2015-05-28 12:12:14.292]
org notification: Time [clock=28, time=2015-05-28 12:12:14.292]
Time [clock=13, time=2015-05-28 12:11:59.047]
org notification: Time [clock=13, time=2015-05-28 12:11:59.047]
org notification: Time [clock=13, time=2015-05-28 12:11:59.047]
org notification: Time [clock=13, time=2015-05-28 12:11:59.047]
